title,painter,creation_date,author_gender,author_country,location_name,location_country,time_period,image_path,image_url
title,Clara Peeters,,female,Habsburg Netherlands,,,,img/img_512/Clara Peeters - Still life with silver-gilt tazza.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Clara%20Peeters%20-%20Still%20life%20with%20silver-gilt%20tazza.jpg
title,Jan Miense Molenaer,,male,Dutch Republic,Frans Hals Museum,Netherlands,,img/img_512/Jan Miense Molenaer - De pannenkoekenbakster FHM01 OS-I-244 W.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20Miense%20Molenaer%20-%20De%20pannenkoekenbakster%20FHM01%20OS-I-244%20W.JPG
title,Judith Leyster,,female,Dutch Republic,,,,"img/img_512/Judith Leyster - Still life with apples and grapes in a wicker basket, with a roemer and ewer on a blue draped table.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Judith%20Leyster%20-%20Still%20life%20with%20apples%20and%20grapes%20in%20a%20wicker%20basket%2C%20with%20a%20roemer%20and%20ewer%20on%20a%20blue%20draped%20table.jpg
title,Judith Leyster,,female,Dutch Republic,,,,img/img_512/Judith Leyster - Blompotje 1654.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Judith%20Leyster%20-%20Blompotje%201654.jpg
title,Vincent van Gogh,1889.0,male,Kingdom of the Netherlands,National Gallery,United Kingdom,,img/img_512/Vincent van Gogh - Two Crabs (1889).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Vincent%20van%20Gogh%20-%20Two%20Crabs%20%281889%29.jpg
title,Suze Robertson,1922.0,female,Kingdom of the Netherlands,Groninger Museum,Netherlands,,"img/img_512/Suze Robertson - Stilleven met bloemen in een schaal, - 1985.0450 - Groninger Museum.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Suze%20Robertson%20-%20Stilleven%20met%20bloemen%20in%20een%20schaal%2C%20-%201985.0450%20-%20Groninger%20Museum.jpg
title,Wassily Kandinsky,1908.0,male,France,Solomon R. Guggenheim Museum,United States of America,,"img/img_512/Blue Mountain by Vasily Kandinsky, 1908-09.JPG",http://commons.wikimedia.org/wiki/Special:FilePath/Blue%20Mountain%20by%20Vasily%20Kandinsky%2C%201908-09.JPG
title,Wassily Kandinsky,1910.0,male,France,Solomon R. Guggenheim Museum,United States of America,,"img/img_512/'Landscape with Factory Chimney' by Vasily Kandinsky, Solomon R. Guggenheim Museum.JPG",http://commons.wikimedia.org/wiki/Special:FilePath/%27Landscape%20with%20Factory%20Chimney%27%20by%20Vasily%20Kandinsky%2C%20Solomon%20R.%20Guggenheim%20Museum.JPG
title,Wassily Kandinsky,1911.0,male,France,Solomon R. Guggenheim Museum,United States of America,,"img/img_512/Kandinsky - Pastorale, February 1911.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Kandinsky%20-%20Pastorale%2C%20February%201911.jpg
title,Wassily Kandinsky,1911.0,male,France,Solomon R. Guggenheim Museum,United States of America,,"img/img_512/Kandinsky - Sancta Francisca, 1911.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Kandinsky%20-%20Sancta%20Francisca%2C%201911.jpg
title,Wassily Kandinsky,1913.0,male,France,Solomon R. Guggenheim Museum,United States of America,,"img/img_512/Kandinsky - Landscape with Rain, January 1913.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Kandinsky%20-%20Landscape%20with%20Rain%2C%20January%201913.jpg
title,Wassily Kandinsky,1913.0,male,France,Peggy Guggenheim Collection,Italy,,"img/img_512/Vassily Kandinsky, 1913 - Landscape With Red Spots.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Vassily%20Kandinsky%2C%201913%20-%20Landscape%20With%20Red%20Spots.jpg
title,Wassily Kandinsky,1921.0,male,France,Solomon R. Guggenheim Museum,United States of America,,"img/img_512/Circle on Black by Vasily Kandinsky, 1921.JPG",http://commons.wikimedia.org/wiki/Special:FilePath/Circle%20on%20Black%20by%20Vasily%20Kandinsky%2C%201921.JPG
title,Wassily Kandinsky,1924.0,male,France,Solomon R. Guggenheim Museum,United States of America,,"img/img_512/Vassily Kandinsky, 1924 -Blue Painting.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Vassily%20Kandinsky%2C%201924%20-Blue%20Painting.jpg
title,Wassily Kandinsky,1924.0,male,France,Solomon R. Guggenheim Museum,United States of America,,"img/img_512/Kandinsky - Yellow Accompaniment, 1924.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Kandinsky%20-%20Yellow%20Accompaniment%2C%201924.jpg
title,Wassily Kandinsky,1925.0,male,France,Solomon R. Guggenheim Museum,United States of America,,"img/img_512/Kandinsky - Bright Unity, 1925.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Kandinsky%20-%20Bright%20Unity%2C%201925.jpg
title,Wassily Kandinsky,1926.0,male,France,Solomon R. Guggenheim Museum,United States of America,,"img/img_512/Kandinsky - Three Sounds, 1926.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Kandinsky%20-%20Three%20Sounds%2C%201926.jpg
title,Wassily Kandinsky,1928.0,male,France,Solomon R. Guggenheim Museum,United States of America,,"img/img_512/Kandinsky - Colored Sticks, 1928.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Kandinsky%20-%20Colored%20Sticks%2C%201928.jpg
title,Wassily Kandinsky,1934.0,male,France,Solomon R. Guggenheim Museum,United States of America,,"img/img_512/Striped by Wassily Kandinsky, 1934.JPG",http://commons.wikimedia.org/wiki/Special:FilePath/Striped%20by%20Wassily%20Kandinsky%2C%201934.JPG
title,Wassily Kandinsky,1937.0,male,France,Solomon R. Guggenheim Museum,United States of America,,"img/img_512/Kandinsky - Capricious Forms, 1937.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Kandinsky%20-%20Capricious%20Forms%2C%201937.jpg
title,Wassily Kandinsky,1941.0,male,France,Solomon R. Guggenheim Museum,United States of America,,"img/img_512/Kandinsky - Various Actions, 1941.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Kandinsky%20-%20Various%20Actions%2C%201941.jpg
title,Paul Klee,1924.0,male,Switzerland,Solomon R. Guggenheim Museum,United States of America,,img/img_512/GUGG Curtain.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/GUGG%20Curtain.jpg
title,Paul Klee,1926.0,male,Switzerland,Solomon R. Guggenheim Museum,United States of America,,img/img_512/GUGG Magic Garden.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/GUGG%20Magic%20Garden.jpg
title,Paul Klee,1932.0,male,Switzerland,Solomon R. Guggenheim Museum,United States of America,,"img/img_512/GUGG Hat, Lady and Little Table.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/GUGG%20Hat%2C%20Lady%20and%20Little%20Table.jpg
title,Paul Cézanne,1879.0,male,France,Museum of Modern Art,United States of America,,"img/img_512/Cezanne, Nature morte au compotier.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Cezanne%2C%20Nature%20morte%20au%20compotier.jpg
title,Paul Gauguin,1889.0,male,France,Museum of Modern Art,United States of America,,img/img_512/Portrait of Meijer de Haan.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Meijer%20de%20Haan.jpg
title,Roderic O'Conor,1892.0,male,Ireland,Museum of Modern Art,United States of America,,"img/img_512/Roderic O'Conor, The Glade, 1892, Oil on canvas, 92 x 59.6 cm, MoMA, 270.1956.png",http://commons.wikimedia.org/wiki/Special:FilePath/Roderic%20O%27Conor%2C%20The%20Glade%2C%201892%2C%20Oil%20on%20canvas%2C%2092%20x%2059.6%20cm%2C%20MoMA%2C%20270.1956.png
title,Henri Rousseau,1901.0,male,France,Museum of Modern Art,United States of America,,img/img_512/Henri Rousseau - Bouquet of Flowers with an Ivy Branch (V 232b).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20Rousseau%20-%20Bouquet%20of%20Flowers%20with%20an%20Ivy%20Branch%20%28V%20232b%29.jpg
title,Pierre-Auguste Renoir,1905.0,male,France,Museum of Modern Art,United States of America,,"img/img_512/Renoir - Strawberries, c. 1905.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Renoir%20-%20Strawberries%2C%20c.%201905.jpg
title,Ernst Ludwig Kirchner,1906.0,male,German Reich,Museum of Modern Art,United States of America,,img/img_512/Kirchner - Mädchen auf dem Divan.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Kirchner%20-%20M%C3%A4dchen%20auf%20dem%20Divan.jpg
title,Meijer de Haan,1889.0,male,Kingdom of the Netherlands,Van Gogh Museum,Netherlands,,img/img_512/Stilleven met profiel van Mimi - s0510S2005 - Van Gogh Museum.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Stilleven%20met%20profiel%20van%20Mimi%20-%20s0510S2005%20-%20Van%20Gogh%20Museum.jpg
title,Henri Fantin-Latour,1887.0,male,France,Van Gogh Museum,Netherlands,,img/img_512/Bloemen uit Normandië - s0089B1991 - Van Gogh Museum.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Bloemen%20uit%20Normandi%C3%AB%20-%20s0089B1991%20-%20Van%20Gogh%20Museum.jpg
title,Adolphe Joseph Thomas Monticelli,1875.0,male,France,Van Gogh Museum,Netherlands,,img/img_512/Vaas met bloemen - s0251V1962 - Van Gogh Museum.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Vaas%20met%20bloemen%20-%20s0251V1962%20-%20Van%20Gogh%20Museum.jpg
title,Émile Bernard,1887.0,male,France,Van Gogh Museum,Netherlands,,img/img_512/Vaas met bloemen en kop - s0255V1962 - Van Gogh Museum.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Vaas%20met%20bloemen%20en%20kop%20-%20s0255V1962%20-%20Van%20Gogh%20Museum.jpg
title,Ernest Quost,,male,France,Van Gogh Museum,Netherlands,,img/img_512/Tuin met stokrozen - s0457V1996 - Van Gogh Museum.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Tuin%20met%20stokrozen%20-%20s0457V1996%20-%20Van%20Gogh%20Museum.jpg
title,Odilon Redon,1904.0,male,France,Van Gogh Museum,Netherlands,,img/img_512/De Boeddha - Odilon Redon (Van Gogh Museum).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/De%20Boeddha%20-%20Odilon%20Redon%20%28Van%20Gogh%20Museum%29.jpg
title,Pierre Bonnard,1939.0,male,France,Museum Barberini,Germany,,"img/img_512/Pierre Bonnard, 1939 - Table with Bowl of Fruit.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Bonnard%2C%201939%20-%20Table%20with%20Bowl%20of%20Fruit.jpg
title,Mary Moser,1780.0,female,Kingdom of Great Britain,Brooklyn Museum,United States of America,,img/img_512/Brooklyn Museum - Flowers Still Life (Jardiniere of Flowers) - Mary Moser.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Brooklyn%20Museum%20-%20Flowers%20Still%20Life%20%28Jardiniere%20of%20Flowers%29%20-%20Mary%20Moser.jpg
title,José Ferraz de Almeida Júnior,1882.0,male,Brazil,,,,"img/img_512/Almeida jùnior, natura morta, 1882 ca..JPG",http://commons.wikimedia.org/wiki/Special:FilePath/Almeida%20j%C3%B9nior%2C%20natura%20morta%2C%201882%20ca..JPG
title,Pierre Bonnard,1944.0,male,France,Museum of Modern Art,United States of America,,"img/img_512/Pierre Bonnard, 1945 ca - Basket of Fruit Reflected in a Mirror.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Bonnard%2C%201945%20ca%20-%20Basket%20of%20Fruit%20Reflected%20in%20a%20Mirror.jpg
title,Umberto Boccioni,1911.0,male,Kingdom of Italy,Museum of Modern Art,United States of America,,img/img_512/Umberto Boccioni - Laughter.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Umberto%20Boccioni%20-%20Laughter.jpg
title,Robert Delaunay,1912.0,male,France,Museum of Modern Art,United States of America,,img/img_512/Robert Delaunay - Windows - 1912 - Museum of Modern Art.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Robert%20Delaunay%20-%20Windows%20-%201912%20-%20Museum%20of%20Modern%20Art.jpg
title,Odilon Redon,1912.0,male,France,Museum of Modern Art,United States of America,,"img/img_512/Redon, Apollo-s-chariot-1912.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Redon%2C%20Apollo-s-chariot-1912.jpg
title,Umberto Boccioni,1913.0,male,Kingdom of Italy,Museum of Modern Art,United States of America,,img/img_512/WLA moma Umberto Boccioni Dynamism of a Soccer Player 1913.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/WLA%20moma%20Umberto%20Boccioni%20Dynamism%20of%20a%20Soccer%20Player%201913.jpg
title,Wassily Kandinsky,1914.0,male,France,Museum of Modern Art,United States of America,,"img/img_512/Kandinsky - Panel for Edwin R. Campbell No. 1, 1914.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Kandinsky%20-%20Panel%20for%20Edwin%20R.%20Campbell%20No.%201%2C%201914.jpg
title,Wassily Kandinsky,1914.0,male,France,Museum of Modern Art,United States of America,,"img/img_512/Kandinsky - Panel for Edwin R. Campbell No. 4, 1914.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Kandinsky%20-%20Panel%20for%20Edwin%20R.%20Campbell%20No.%204%2C%201914.jpg
title,Piet Mondrian,1914.0,male,Kingdom of the Netherlands,Museum of Modern Art,United States of America,,"img/img_512/Tableau no 2 Composition no V, by Piet Mondriaan.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Tableau%20no%202%20Composition%20no%20V%2C%20by%20Piet%20Mondriaan.jpg
title,Claude Monet,1914.0,male,France,Museum of Modern Art,United States of America,,img/img_512/Claude Monet - Agapanthus.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Monet%20-%20Agapanthus.jpg
title,Kazimir Malevich,1915.0,male,Russian Empire,Museum of Modern Art,United States of America,,"img/img_512/Suprematist Composition - Airplane Flying (Malevich, 1915).jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Suprematist%20Composition%20-%20Airplane%20Flying%20%28Malevich%2C%201915%29.jpg
title,Max Beckmann,1917.0,male,Germany,Museum of Modern Art,United States of America,,img/img_512/Descent from the Cross .PNG,http://commons.wikimedia.org/wiki/Special:FilePath/Descent%20from%20the%20Cross%20.PNG
title,Ernst Ludwig Kirchner,1918.0,male,German Reich,Museum of Modern Art,United States of America,,img/img_512/Kirchner - Sandberge Engadin.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Kirchner%20-%20Sandberge%20Engadin.jpg
title,El Lissitzky,1920.0,male,Russian Empire,Museum of Modern Art,United States of America,,img/img_512/NY Moma lissitsky 19D.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/NY%20Moma%20lissitsky%2019D.JPG
title,Piet Mondrian,1920.0,male,Kingdom of the Netherlands,Museum of Modern Art,United States of America,,img/img_512/Composition C by Piet Mondrian Museum of Modern Art 257.1948.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Composition%20C%20by%20Piet%20Mondrian%20Museum%20of%20Modern%20Art%20257.1948.jpg
title,Mór Adler,1850.0,male,Hungary,Hungarian National Gallery,Hungary,,img/img_512/Adler Still life c. 1850.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Adler%20Still%20life%20c.%201850.jpg
title,Jean-Étienne Liotard,1771.0,male,Republic of Geneva,The Frick Collection,United States of America,,img/img_512/Jean-Etienne Liotard 11.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Etienne%20Liotard%2011.jpg
title,Odilon Redon,1912.0,male,France,Metropolitan Museum of Art,United States of America,,img/img_512/Bouquet in a Chinese Vase MET DP240599.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Bouquet%20in%20a%20Chinese%20Vase%20MET%20DP240599.jpg
title,Camille Pissarro,1879.0,male,France,Metropolitan Museum of Art,United States of America,,"img/img_512/Camille Pissaro, 1878c - The Cabbage Gatherers.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Camille%20Pissaro%2C%201878c%20-%20The%20Cabbage%20Gatherers.jpg
title,Anton Raphael Mengs,1754.0,male,Germany,Metropolitan Museum of Art,United States of America,,img/img_512/Pleasure MET DP120355.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Pleasure%20MET%20DP120355.jpg
title,Alexandre-François Desportes,1720.0,male,France,Metropolitan Museum of Art,United States of America,,img/img_512/Desportes - Still Life with Silver.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Desportes%20-%20Still%20Life%20with%20Silver.jpg
title,François-Hubert Drouais,1761.0,male,France,Metropolitan Museum of Art,United States of America,,img/img_512/Boy with a Black Spaniel MET DP324600.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Boy%20with%20a%20Black%20Spaniel%20MET%20DP324600.jpg
title,François-Hubert Drouais,1761.0,male,France,Metropolitan Museum of Art,United States of America,,"img/img_512/Marie Rinteau, called Mademoiselle de Verrières MET DP-406-01.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Marie%20Rinteau%2C%20called%20Mademoiselle%20de%20Verri%C3%A8res%20MET%20DP-406-01.jpg
title,James Ensor,1917.0,male,Belgium,Metropolitan Museum of Art,United States of America,,img/img_512/James Ensor - The Comical Meal.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/James%20Ensor%20-%20The%20Comical%20Meal.jpg
title,Ambrogio Bergognone,,male,Italy,Metropolitan Museum of Art,United States of America,,img/img_512/The Assumption of the Virgin MET DT11757.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Assumption%20of%20the%20Virgin%20MET%20DT11757.jpg
title,Paul Cézanne,1876.0,male,France,Metropolitan Museum of Art,United States of America,,img/img_512/Paul Cézanne - Dish of Apples.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20C%C3%A9zanne%20-%20Dish%20of%20Apples.jpg
title,Melchior d'Hondecoeter,1683.0,male,Dutch Republic,Metropolitan Museum of Art,United States of America,,img/img_512/Peacocks 1683 Melchior d'Hondecoeter.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Peacocks%201683%20Melchior%20d%27Hondecoeter.jpg
title,Franz Ludwig Catel,1820.0,male,Kingdom of Prussia,Metropolitan Museum of Art,United States of America,,img/img_512/Franz Ludwig Catel - First Steps (1820s).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Franz%20Ludwig%20Catel%20-%20First%20Steps%20%281820s%29.jpg
title,Jean Michelin,,male,Kingdom of France,Metropolitan Museum of Art,United States of America,,img/img_512/The Baker's Cart MET DP366472.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Baker%27s%20Cart%20MET%20DP366472.jpg
title,Willem Kalf,,male,Dutch Republic,Metropolitan Museum of Art,United States of America,,"img/img_512/Still Life with Fruit, Glassware, and a Wanli Bowl MET DP145932.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Still%20Life%20with%20Fruit%2C%20Glassware%2C%20and%20a%20Wanli%20Bowl%20MET%20DP145932.jpg
title,Georg Flegel,,male,Germany,Metropolitan Museum of Art,United States of America,,img/img_512/Still Life MET DT1572.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Still%20Life%20MET%20DT1572.jpg
title,Niccolò di Pietro,,male,,Metropolitan Museum of Art,United States of America,,img/img_512/Saint Ursula and Her Maidens MET DT221521.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Saint%20Ursula%20and%20Her%20Maidens%20MET%20DT221521.jpg
title,Jan Steen,,male,Dutch Republic,Metropolitan Museum of Art,United States of America,,img/img_512/The Dissolute Household MET DP146465.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Dissolute%20Household%20MET%20DP146465.jpg
title,Anne Vallayer-Coster,1780.0,female,France,Metropolitan Museum of Art,United States of America,,img/img_512/Vase of Flowers and Conch Shell MET DT11675.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Vase%20of%20Flowers%20and%20Conch%20Shell%20MET%20DT11675.jpg
title,Claude Monet,1881.0,male,France,Metropolitan Museum of Art,United States of America,,img/img_512/Claude Monet 052.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Monet%20052.jpg
title,Giovanni Battista Tiepolo,1760.0,male,Republic of Venice,Metropolitan Museum of Art,United States of America,,img/img_512/Geometry MET DP291734.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Geometry%20MET%20DP291734.jpg
title,Gabriel Metsu,,male,Dutch Republic,Metropolitan Museum of Art,United States of America,,img/img_512/Lady Seated in a Window 1661 Gabriel Metsu.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lady%20Seated%20in%20a%20Window%201661%20Gabriel%20Metsu.jpg
title,Édouard Manet,1882.0,male,France,Metropolitan Museum of Art,United States of America,,img/img_512/Édouard Manet - Strawberries.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89douard%20Manet%20-%20Strawberries.jpg
title,Salomon van Ruysdael,,male,Dutch Republic,Metropolitan Museum of Art,United States of America,,img/img_512/Fishing Boats on a River MET DP120419.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fishing%20Boats%20on%20a%20River%20MET%20DP120419.jpg
title,Jean-Baptiste Camille Corot,1867.0,male,France,Metropolitan Museum of Art,United States of America,,"img/img_512/Corot - A Pond in Picardy, ca. 1867.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Corot%20-%20A%20Pond%20in%20Picardy%2C%20ca.%201867.jpg
title,Vittore Crivelli,,male,Republic of Venice,Metropolitan Museum of Art,United States of America,,img/img_512/Madonna and Child with Two Angels MET DT8828.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Madonna%20and%20Child%20with%20Two%20Angels%20MET%20DT8828.jpg
title,Henri Fantin-Latour,1863.0,male,France,Metropolitan Museum of Art,United States of America,,img/img_512/Henri Fantin-Latour - Still Life with Roses and Fruit MET DT8649.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20Fantin-Latour%20-%20Still%20Life%20with%20Roses%20and%20Fruit%20MET%20DT8649.jpg
title,Henri Fantin-Latour,1883.0,male,France,Metropolitan Museum of Art,United States of America,,img/img_512/Henri Fantin-Latour - Potted Pansies MET DP318075(a).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20Fantin-Latour%20-%20Potted%20Pansies%20MET%20DP318075%28a%29.jpg
title,Paul Cézanne,1877.0,male,France,Metropolitan Museum of Art,United States of America,,"img/img_512/Paul Cézanne - Still Life with Jar, Cup, and Apples.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20C%C3%A9zanne%20-%20Still%20Life%20with%20Jar%2C%20Cup%2C%20and%20Apples.jpg
title,Vincent van Gogh,1889.0,male,Kingdom of the Netherlands,Metropolitan Museum of Art,United States of America,,img/img_512/Van Gogh - Olivenhain2.jpeg,http://commons.wikimedia.org/wiki/Special:FilePath/Van%20Gogh%20-%20Olivenhain2.jpeg
title,Édouard Manet,1864.0,male,France,Metropolitan Museum of Art,United States of America,,img/img_512/Édouard Manet - Vase de pivoines sur un plateau laqué.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/%C3%89douard%20Manet%20-%20Vase%20de%20pivoines%20sur%20un%20plateau%20laqu%C3%A9.jpg
title,Jan Davidsz. de Heem,,male,Dutch Republic,Metropolitan Museum of Art,United States of America,,img/img_512/Still Life- A Banqueting Scene MET DP104986.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Still%20Life-%20A%20Banqueting%20Scene%20MET%20DP104986.jpg
title,Abraham Brueghel,,male,Southern Netherlands,Metropolitan Museum of Art,United States of America,,img/img_512/Pomegranates and Other Fruit in a Landscape MET DT264793.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Pomegranates%20and%20Other%20Fruit%20in%20a%20Landscape%20MET%20DT264793.jpg
